GENE_ID	55509	29126	10320	3665	5371	6772	6773	
COMMON	BATF3	CD274	IKZF1	IRF7	PML	STAT1	STAT2	
TCGA-FS-A1ZY-06	-0.9343	-0.3753	-0.5764	-0.6937	-0.1463	-0.9442	-0.6633	
TCGA-FS-A1ZZ-06	-1.0366	-0.3167	-0.5643	2.1448	-0.1263	0.1679	0.9998	
TCGA-GF-A2C7-01	-0.0859	-0.3471	-0.5651	-1.0936	-0.6831	-0.8612	0.3290	
TCGA-GN-A262-06	-0.9656	-0.3780	-0.5942	-1.0332	-0.8679	-1.0454	-0.9028	
TCGA-GN-A263-01	-0.7587	-0.1867	-0.4222	-1.0093	-0.8042	-0.0561	1.0167	
TCGA-GN-A264-06	-0.6473	-0.3520	-0.5365	-1.0445	-0.9468	-0.9128	-0.4098	
TCGA-GN-A265-06	0.6207	-0.0842	0.1672	1.4650	-0.7530	0.2560	-0.7618	
TCGA-GN-A266-06	0.9588	0.2274	0.0229	-0.1216	-0.4093	1.2627	-0.6488	
TCGA-GN-A267-06	1.4807	-0.3512	-0.4151	-0.5282	0.0584	-0.3202	-0.5397	
TCGA-GN-A268-06	-0.3010	-0.3542	-0.5579	-0.2709	-1.1334	-0.6134	0.1477	
TCGA-GN-A26A-06	0.1496	-0.2174	-0.3854	-0.5534	-0.5637	-0.2383	-0.5797	
TCGA-GN-A26C-01	16.4697	2.0501	0.1353	2.3330	1.1320	2.2499	-0.0240	
TCGA-GN-A26D-06	-0.9851	-0.3535	-0.5080	-0.1099	-0.6475	-0.9676	-0.2430	
TCGA-HR-A2OG-06	0.5365	-0.1450	-0.2761	-0.1209	-0.2739	-0.5044	-0.5751	
TCGA-HR-A2OH-06	0.8677	0.6077	0.8767	0.0577	1.3886	3.7142	1.0849	
TCGA-BF-A3DJ-01	-0.8042	-0.2140	-0.4208	0.3977	-0.4073	-0.1461	0.1984	
TCGA-BF-A3DL-01	-0.6700	-0.3430	-0.5627	-0.5539	2.3036	-0.9782	0.3787	
TCGA-BF-A3DM-01	-0.4202	-0.3326	-0.5770	1.9987	0.0477	0.1176	-0.6277	
