# Warning:  Unknown gene:  
GENE_ID	571	602	29126	1390	2113	2114	54815	3097	3159	3297	3659	4791	4800	4824	5371	5914	5966	5970	5971	6776	7005	7004	
COMMON	BACH1	BCL3	CD274	CREM	ETS1	ETS2	GATAD2A	HIVEP2	HMGA1	HSF1	IRF1	NFKB2	NFYA	NKX3-1	PML	RARA	REL	RELA	RELB	STAT5A	TEAD3	TEAD4	
TCGA-55-6979-01	0.6039	1.0457	0.6786	-0.2149	0.7099	-0.3811	-0.0961	-0.4119	-0.1197	-0.3739	1.5477	0.0501	-0.2925	NA	1.4030	0.1076	-0.0847	0.2202	1.2784	1.6822	-0.5745	-0.3584	
TCGA-55-6980-01	0.1389	-0.4169	-0.3290	-0.4590	-0.0528	-0.4350	0.3803	0.1289	-0.4574	0.8167	0.0378	-0.4572	-0.0703	NA	0.3269	1.2139	-0.6848	0.5971	-0.3180	0.3461	0.5829	-0.8554	
TCGA-55-6981-01	-0.1000	1.2116	-0.3749	-0.7873	-0.4816	-0.6570	0.5305	-0.0346	0.0488	0.6261	-1.0055	-1.1556	1.0618	NA	-0.7871	4.4854	-0.1484	0.8993	-0.4163	-1.0533	-0.2957	-0.1360	
TCGA-55-6982-01	0.3214	-0.3949	-0.3420	-0.3069	-0.5209	-1.0252	-0.7047	0.0044	0.1630	2.1052	0.0211	-0.4262	0.3065	NA	0.4626	0.3542	-0.1705	0.1409	-0.0600	-0.2479	-0.2731	-0.4004	
TCGA-55-6983-01	-0.8413	1.7753	-0.5586	-0.1367	0.5024	1.3627	0.3451	-0.8591	-0.7344	-0.5078	-0.5226	-0.7415	-0.8040	NA	-0.7306	0.0748	-0.3890	0.1501	0.4294	0.3200	-1.2900	-0.2261	
TCGA-55-6984-01	0.0533	1.4849	-0.5363	-0.9045	-0.1363	-0.0370	1.0279	-0.4812	2.1536	0.6574	-0.3343	1.6593	0.9634	NA	0.9518	-1.0080	-0.9099	1.3627	2.4132	-0.3836	0.1610	1.0213	
TCGA-55-6985-01	-0.0915	1.5581	-0.2006	0.2866	0.0047	0.0023	0.4858	-0.2486	-0.3053	-0.1397	0.8557	-0.5079	0.9265	NA	0.0810	2.5754	0.6429	-0.1672	0.4641	0.4540	1.0512	0.0947	
TCGA-55-6986-01	-0.4805	0.0903	-0.4888	-0.6190	-0.5903	-0.3962	1.8573	-0.8020	-0.4470	0.2431	-1.0845	-0.6213	4.4988	NA	1.9154	-0.2105	0.1539	0.6116	-0.2454	-0.5499	-0.1031	-0.8088	
TCGA-55-6987-01	0.4347	1.3388	0.3860	0.1434	1.0216	0.1279	0.5715	-0.3671	-0.0198	-0.2181	1.5169	0.1244	-1.1186	NA	-0.1617	-0.6331	-0.0547	-0.2380	1.0499	1.6520	-1.8855	1.8332	
TCGA-75-6214-01	2.7318	-0.8765	-0.2893	-0.8685	-0.4277	0.0238	0.1514	1.4673	4.1917	7.6437	-0.0294	-0.5255	2.6414	NA	-0.3312	-1.0476	0.5581	-0.1378	-1.0525	-0.2080	4.4156	0.4933	
