GENE_ID,5916,6256,7008,55509,10320,3665,5371,6772,6773
COMMON,RARG,RXRA,TEF,BATF3,IKZF1,IRF7,PML,STAT1,STAT2
TCGA-EE-A2MK-06,-0.3783,-1.2291,1.0535,-0.5727,-0.2426,-0.3348,0.0109,0.4544,-0.3616
TCGA-EE-A2ML-06,0.1549,-1.1725,2.8440,-0.7741,-0.1834,-0.4343,-0.7607,1.0958,0.3603
TCGA-EE-A2MM-06,0.5302,-1.2017,-0.8264,-0.7775,-0.4878,0.3855,0.2744,-0.3010,-0.0274
TCGA-EE-A2MN-06,-0.2887,1.0070,5.6473,0.0142,-0.0041,-0.5797,0.6291,0.4304,-0.3001
TCGA-EE-A2MP-06,-0.4084,-0.3187,0.0922,-0.4024,-0.3484,-0.5529,0.2531,0.5086,0.1535
TCGA-EE-A2MQ-06,0.0504,-0.9344,-0.2134,-0.4244,-0.4621,-0.5119,-0.2060,-0.4066,-0.5154
TCGA-EE-A2MR-06,-0.8501,-0.3401,-0.2199,4.9268,1.5940,-0.3993,0.1124,0.2950,-1.0667
TCGA-EE-A2MS-06,2.0922,-0.7300,1.1854,-0.7124,-0.3434,-0.8292,-0.5473,-0.7478,1.9893
TCGA-EE-A2MT-06,0.3000,-1.0741,-1.1792,-0.7153,-0.5417,0.7788,0.1322,-0.5586,-0.2894
TCGA-EE-A2MU-06,-1.0200,-0.4173,0.4912,2.1984,0.0192,0.5693,0.1971,2.2760,0.5824
TCGA-EE-A3AA-06,0.0612,-0.7112,0.4102,-0.3991,-0.0191,0.3479,-0.0585,-0.0119,-0.5437
TCGA-EE-A3AB-06,2.0891,0.1844,-0.1530,8.1409,-0.2587,-0.6936,-0.6932,-0.9358,-1.1896
TCGA-EE-A3AC-06,0.3986,-0.0572,-0.6264,-0.8323,-0.2565,1.0012,-0.1134,0.2794,1.0504
TCGA-EE-A3AD-06,-0.5842,-0.6929,-0.1135,-1.0652,-0.5864,-0.5292,-0.7118,-0.8547,0.6058
TCGA-EE-A3AE-06,-1.1961,-0.8284,0.6235,0.1056,-0.1717,-0.2572,0.6832,1.9648,0.6332
TCGA-EE-A3AF-06,-0.4728,-1.2733,-0.2072,-0.8912,-0.3710,-0.5844,0.8081,-0.7647,0.0287
TCGA-EE-A3AG-06,-0.0484,-1.5805,-0.4175,1.2438,-0.5710,-0.8377,-0.7232,-0.8734,-1.2468
TCGA-EE-A3AH-06,2.9330,2.7353,1.9200,-0.9028,-0.5424,-0.9817,-0.9316,-0.7403,-0.2521
TCGA-ER-A193-06,-0.7327,-0.1265,0.2932,-0.1529,-0.1650,-0.2371,1.9408,1.2700,-0.7053
TCGA-ER-A194-01,0.0734,2.2080,-0.7634,-0.4763,-0.3722,1.2220,2.5400,-0.8678,0.7017
TCGA-ER-A195-06,0.3633,0.7215,2.3708,1.3537,0.0885,-0.0793,-0.4145,0.1377,-0.1827
TCGA-ER-A196-01,1.2841,1.3444,-1.0944,-0.8332,-0.5261,-0.7835,-0.3199,-0.9166,-0.3580
TCGA-ER-A197-06,-1.1190,0.1038,-0.5365,0.3446,-0.0429,-0.6222,-0.2335,1.0589,0.0973
TCGA-ER-A198-06,-0.9321,-0.2388,-0.9487,-0.7909,-0.3431,-0.4921,-0.3031,0.3963,0.6918
TCGA-ER-A199-06,0.0735,-0.8760,-0.5754,-0.1910,0.5769,-0.2110,-0.5209,0.4823,-0.1852
TCGA-ER-A19A-06,-0.1754,1.0756,1.0709,0.8925,0.8052,0.2047,1.0853,1.4787,-0.1632
